"UUID","source_cat","country","period","case_definition_original","metadata_description","metadata_url","metadata_steps"
"WHOPAHO-ALL-20142022-W01-13","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-14","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-15","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-16","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-17","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-18","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-19","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-20","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-21","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-22","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-23","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-24","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-25","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-26","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-27","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-28","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-29","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-30","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-31","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-32","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-33","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-34","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-35","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-36","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-37","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-38","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-39","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-40","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-41","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-42","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-43","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-44","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-45","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-46","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-47","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-48","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-49","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
"WHOPAHO-ALL-20142022-W01-50","WHOPAHO","ALL","20142022","Suspected + probable + confirmed, non-severe & severe","PAHO PLISA system weekly (converted cumulative to incident)","https://www3.paho.org/data/index.php/en/mnu-topics/indicadores-dengue-en/dengue-nacional-en/252-dengue-pais-ano-en.html","countries=all, year=all, select all rows, download=data, download all rows as text file in pop-up"
